drugbank_id,rx_norm_id
DB06187,1148138
DB06197,69036
DB06202,1368001
DB06204,787390
DB06205,1300478
DB06206,1726988
DB06207,720825
DB06209,613391
DB06210,711942
DB06211,119771
DB06212,358257
DB06213,1546015
DB06215,473387
DB06216,784649
DB06217,623400
DB06219,1539239
DB06224,1114195
DB06229,31479
DB06231,2586068
DB06235,1291301
DB06239,569
DB06244,1426872
DB06262,1489913
DB06263,10639
DB06266,612865
DB06274,480639
DB06276,356887
DB06283,68503
DB06285,32915
DB06287,657797
DB06288,46303
DB06290,1482790
DB06292,1488564
DB06293,2368733
DB06295,1726104
DB06318,1546030
DB06336,2274803
DB06345,1298944
DB06367,763450
DB06374,2628469
DB06376,1441386
DB06402,473837
DB06403,358274
DB06404,809864
DB06405,11516
DB06412,7813
DB06413,641465
DB06414,475969
DB06415,232539
DB06419,38998
DB06440,1656052
DB06442,2467553
DB06449,2604685
DB06451,2634355
DB06453,2372
DB06471,34644
DB06480,2107310
DB06481,1317116
DB06494,1374845
DB06529,718967
DB06533,1421444
DB06536,18451
DB06545,714438
DB06590,1040004
DB06592,1919083
DB06597,1746889
DB06603,1603350
DB06604,1364430
DB06606,2621880
DB06607,2054023
DB06609,1720597
DB06614,619693
DB06616,1307619
DB06618,25193
DB06624,1242999
DB06628,1608322
DB06637,897018
DB06638,993449
DB06645,712566
DB06651,1922448
DB06655,475968
DB06656,1311600
DB06663,1364105
DB06666,819300
DB06677,1112973
DB06682,1086769
DB06685,997261
DB06689,24460
DB06690,7486
DB06691,9009
DB06692,353110
DB06693,39841
DB06695,1037042
DB06696,26397
DB06697,18343
DB06698,1511
DB06699,475230
DB06700,734064
DB06701,352372
DB06702,797195
DB06703,84990
DB06704,14448
DB06705,1364289
DB06706,27946
DB06707,132889
DB06708,847728
DB06709,155080
DB06710,6904
DB06711,7247
DB06712,53692
DB06713,326374
DB06714,8792
DB06715,8597
DB06716,828682
DB06717,1731071
DB06718,10032
DB06719,1825
DB06720,901805
DB06721,81948
DB06724,1897
DB06725,20890
DB06726,1441546
DB06729,25734
DB06731,16689
DB06737,625
DB06743,23684
DB06752,2525
DB06753,38610
DB06754,78484
DB06755,19143
DB06756,1512
DB06757,6623
DB06759,85763
DB06760,214817
DB06761,46967
DB06762,33717
DB06763,9556
DB06764,37935
DB06766,1000082
DB06767,712
DB06768,215247
DB06769,134547
DB06770,1426
DB06771,819911
DB06772,996051
DB06773,235481
DB06774,1992
DB06775,401713
DB06776,342965
DB06777,2323
DB06778,21579
DB06779,67109
DB06780,258333
DB06781,23043
DB06782,3445
DB06783,24902
DB06784,272758
DB06785,35825
DB06786,5084
DB06787,26867
DB06788,50975
DB06789,12488
DB06791,68092
DB06792,1311070
DB06793,6377
DB06794,52151
DB06795,6572
DB06796,236987
DB06797,6832
DB06800,29899
DB06801,30198
DB06802,298665
DB06803,7402
DB06804,53750
DB06807,733003
DB06810,6995
DB06811,968170
DB06812,8611
DB06813,662019
DB06814,35100
DB06816,35163
DB06817,719872
DB06819,1546447
DB06820,37319
DB06821,104466
DB06823,6765
DB06824,10798
DB06825,38782
DB06826,1546408
DB06827,1362875
DB06896,1433347
DB06974,5556
DB07119,1368130
DB07353,1029
DB07403,262307
DB07478,20769
DB07567,57330
DB07616,1427068
DB07646,1362739
DB07728,1368647
DB07768,1536070
DB07778,2667741
DB07796,1368167
DB07811,2463933
DB07993,1546414
DB08168,1994358
DB08231,1356758
DB08232,10240
DB08330,1435108
DB08358,279950
DB08440,2263158
DB08519,10795
DB08605,10463
DB08622,1423925
DB08691,67182
DB08794,18609
DB08796,33740
DB08797,9518
DB08798,10183
DB08799,865
DB08800,20861
DB08801,3449
DB08802,28012
DB08803,31494
DB08805,114817
DB08807,19605
DB08808,1817
DB08809,155021
DB08810,21125
DB08811,38365
DB08813,67031
DB08814,38655
DB08815,1040028
DB08816,1116632
DB08818,5463
DB08819,1244607
DB08820,1243041
DB08822,1091643
DB08823,299081
DB08824,1426874
DB08826,11645
DB08827,1364479
DB08828,1242987
DB08830,1733674
DB08833,2613950
DB08835,1311214
DB08840,10958
DB08842,193
DB08843,1427088
DB08845,17511
DB08846,1043181
DB08847,1311548
DB08848,861634
DB08861,2420
DB08864,1102270
DB08865,1148495
DB08867,1005921
DB08868,1012892
DB08869,1044584
DB08870,1147320
DB08871,1045453
DB08872,1101333
DB08873,1102129
DB08874,1111103
DB08875,1363268
DB08876,1291609
DB08877,1193326
DB08878,1440264
DB08879,1092437
DB08880,1310520
DB08881,1147220
DB08882,1100699
DB08883,1356552
DB08884,802624
DB08885,1232150
DB08886,1431738
DB08887,1304974
DB08888,29998
DB08889,1302966
DB08890,1307404
DB08891,1300786
DB08894,1248798
DB08895,1357536
DB08896,1312397
DB08897,1303098
DB08898,1242127
DB08899,1307298
DB08900,1364468
DB08901,1364347
DB08902,1366567
DB08903,1364504
DB08904,709271
DB08905,15070
DB08906,705022
DB08907,1373458
DB08908,1373478
DB08909,1368451
DB08910,1369713
DB08911,1425099
DB08912,1424911
DB08913,1424174
DB08915,1430438
DB08917,1433693
DB08918,1433212
DB08921,1426476
DB08922,45938
DB08926,1433868
DB08931,1439816
DB08932,1442132
DB08933,1482680
DB08934,1484911
DB08935,974779
DB08936,2354
DB08937,29151
DB08939,28554
DB08940,28198
DB08941,6066
DB08942,27901
DB08944,27866
DB08945,5967
DB08947,5966
DB08948,5928
DB08949,27604
DB08950,5784
DB08951,27403
DB08955,5307
DB08958,5301
DB08960,18651
DB08962,102846
DB08963,12449
DB08965,25437
DB08966,4604
DB08967,50138
DB08968,183875
DB08969,236650
DB08971,4463
DB08972,25112
DB08973,103447
DB08974,25096
DB08975,4444
DB08978,4335
DB08980,4327
DB08981,24830
DB08982,24609
DB08984,24608
DB08985,4169
DB08986,24441
DB08987,4171
DB08988,24484
DB08989,24453
DB08990,24272
DB08991,3489
DB08996,3267
DB08998,59094
DB09000,21877
DB09001,46795
DB09002,2104180
DB09003,21247
DB09005,20881
DB09008,2233
DB09009,592464
DB09010,18846
DB09012,2011
DB09013,89812
DB09015,618970
DB09016,19895
DB09017,19790
DB09018,19768
DB09019,1753
DB09020,1596
DB09021,18880
DB09023,1361
DB09026,325646
DB09027,1591922
DB09028,1723152
DB09029,1599788
DB09030,1537034
DB09031,1494066
DB09033,1538097
DB09034,1547099
DB09035,1597876
DB09036,1535218
DB09037,1547545
DB09038,1545653
DB09039,1547220
DB09040,1539753
DB09041,1543173
DB09042,1540824
DB09043,1534763
DB09045,1551291
DB09046,1491625
DB09047,1598641
DB09048,1552337
DB09049,1551777
DB09050,1597609
DB09051,1489914
DB09052,1597258
DB09053,1442981
DB09054,1544460
DB09055,16817
DB09056,17804
DB09057,1722335
DB09059,59639
DB09060,1603834
DB09061,2045371
DB09062,1535457
DB09064,21149
DB09065,1306284
DB09066,74671
DB09068,1455099
DB09069,10826
DB09070,38260
DB09071,1490468
DB09072,9899
DB09073,1601374
DB09074,1597582
DB09075,1599538
DB09076,1487514
DB09077,1606274
DB09078,1603296
DB09079,1592737
DB09080,1546059
DB09081,51296
DB09082,1424884
DB09083,1649480
DB09084,1425
DB09085,10391
DB09086,4186
DB09087,54989
DB09088,40660
DB09089,10819
DB09090,33724
DB09091,57257
DB09092,89795
DB09093,2408
DB09094,8462
DB09095,3392
DB09096,1418
DB09097,76887
DB09098,56570
DB09099,9939
DB09100,235479
DB09101,1306286
DB09102,1606218
DB09103,140502
DB09104,6581
DB09105,1720259
DB09106,5531
DB09107,729596
DB09108,1729084
DB09109,1737557
DB09110,1546354
DB09111,816249
DB09112,236381
DB09114,69782
DB09115,3435
DB09116,1902
DB09117,7909
DB09118,2054968
DB09119,1482501
DB09120,4980
DB09122,1546168
DB09123,22968
DB09124,6690
DB09125,54993
DB09126,340705
DB09128,1658314
DB09129,21009
DB09130,2837
DB09131,150596
DB09132,1546451
DB09134,27792
DB09135,27793
DB09136,1546453
DB09137,1488818
DB09139,7806
DB09141,8825
DB09142,9800
DB09143,1659191
DB09144,1665222
DB09145,107129
DB09146,1484283
DB09147,1607976
DB09148,1492940
DB09149,1427224
DB09151,1486025
DB09152,7456
DB09153,9863
DB09154,56466
DB09155,5140
DB09156,27781
DB09157,2034
DB09158,1726081
DB09160,1482913
DB09163,1431726
DB09164,37665
DB09165,1488368
DB09166,3634
DB09168,1597381
DB09184,11196
DB09186,10288
DB09204,10561
DB09206,1011650
DB09209,33431
DB09210,8351
DB09211,28908
DB09213,237162
DB09215,23687
DB09216,38377
DB09217,473298
DB09218,2601
DB09219,31748
DB09221,2179843
DB09222,4385
DB09223,29961
DB09225,40003
DB09226,39879
DB09228,1599831
DB09229,28382
DB09237,2376944
DB09238,29275
DB09239,6878
DB09242,30257
DB09243,38382
DB09246,42635
DB09256,4582
DB09257,280611
DB09259,75960
DB09260,69528
DB09261,152610
DB09262,1716203
DB09264,1716191
DB09265,1440051
DB09266,1373391
DB09267,1546457
DB09269,33332
DB09270,21406
DB09271,1653781
DB09273,18346
DB09275,47181
DB09276,4981
DB09277,272
DB09279,1655922
DB09281,29170
DB09282,7023
DB09283,10735
DB09284,30225
DB09286,33739
DB09287,1310594
DB09288,38252
DB09290,1665496
DB09292,1656328
DB09293,1546394
DB09295,236770
DB09296,1597371
DB09297,1597373
DB09298,155067
DB09299,1721603
DB09300,1085787
DB09301,2473
DB09302,1659152
DB09303,1665684
DB09304,1488293
DB09311,1011
DB09313,1426458
DB09314,1489762
DB09315,259282
DB09316,253166
DB09318,618365
DB09319,7983
DB09321,11423
DB09322,39954
DB09324,10167
DB09325,9873
DB09326,1305558
DB09327,1741397
DB09330,1721560
DB09331,1721947
DB09332,5976
DB09334,1999801
DB09335,141440
DB09336,411
DB09338,6774
DB09339,1670304
DB09344,27712
DB09345,34347
DB09346,1311565
DB09349,5920
DB09350,8345
DB09351,353497
DB09352,7839
DB09353,37320
DB09356,22701
DB09361,4191
DB09363,599
DB09364,8793
DB09369,34120
DB09370,91559
DB09371,7515
DB09372,10328
DB09373,2199577
DB09375,2530
DB09376,28456
DB09377,4497
DB09379,227410
DB09380,91510
DB09381,214549
DB09382,91540
DB09383,29523
DB09385,91516
DB09387,7518
DB09393,8259
DB09395,267453
DB09397,1423270
DB09398,1546273
DB09400,9133
DB09401,6057
DB09403,183830
DB09406,1311539
DB09409,317246
DB09411,34322
DB09414,55018
DB09415,6704
DB09418,34318
DB09419,11378
DB09420,1361657
DB09421,10580
DB09422,9949
DB09423,317177
DB09430,314301
DB09436,9515
DB09447,91551
DB09449,37578
DB09460,36685
DB09461,4910
DB09472,1299926
DB09473,1314372
DB09477,3829
DB09479,1546434
DB09480,29155
DB09483,314797
DB09484,56501
DB09487,51474
DB09488,19959
DB09490,42987
DB09493,1729152
DB09494,20615
DB09495,45045
DB09496,13369
DB09498,281890
DB09499,24897
DB09502,1362737
DB09507,77754
DB09508,72901
DB09510,226724
DB09511,10323
DB09512,9796
DB09513,253158
DB09516,15080
DB09517,261435
DB09526,5509
DB09527,1540828
DB09532,606396
DB09534,1544124
DB09535,77674
DB09536,38323
DB09537,692863
DB09539,484348
DB09543,29787
DB09546,1427223
DB09550,2105975
DB09551,3210
DB09552,237058
DB09555,54828
DB09559,1723738
DB09561,1595589
DB09563,1425419
DB09564,1670007
DB09567,1309250
DB09568,1652071
DB09570,1723735
DB09571,1314416
DB09876,830464
DB10076,1300464
DB10276,830457
DB10284,1593127
DB10285,1593130
DB10286,798228
DB10287,798230
DB10288,798232
DB10289,798220
DB10290,798222
DB10291,798224
DB10292,798226
DB10293,901620
DB10294,901628
DB10295,901631
DB10296,901633
DB10297,901636
DB10298,901624
DB10299,798268
DB10300,798262
DB10301,798264
DB10302,798266
DB10310,1596930
DB10311,1596931
DB10312,1596932
DB10313,1596933
DB10314,1596934
DB10315,804179
DB10316,798372
DB10317,9486
DB10318,1292422
DB10319,854930
DB10320,854950
DB10321,854958
DB10322,854962
DB10323,854964
DB10324,854966
DB10325,854968
DB10326,854970
DB10327,854972
DB10328,854974
DB10329,854932
DB10330,854934
DB10331,854936
DB10332,854938
DB10333,854940
DB10334,854942
DB10335,854944
DB10336,854948
DB10337,854946
DB10338,854952
DB10339,854954
DB10340,854956
DB10341,854960
DB10342,798444
DB10343,221050
DB10344,899420
DB10345,852519
DB10346,895365
DB10348,852450
DB10349,852673
DB10350,852419
DB10351,851906
DB10352,852144
DB10353,898404
DB10354,851740
DB10355,852217
DB10356,852025
DB10357,852015
DB10359,852213
DB10360,852209
DB10361,852054
DB10362,1299981
DB10363,852281
DB10364,852221
DB10365,852136
DB10366,852834
DB10368,852237
DB10369,851874
DB10370,851918
DB10371,852320
DB10372,852029
DB10373,852680
DB10374,852302
DB10375,867311
DB10376,852294
DB10377,852114
DB10378,852653
DB10379,851878
DB10380,852272
DB10381,851930
DB10382,852742
DB10383,852382
DB10384,851938
DB10385,1347557
DB10386,851998
DB10387,851985
DB10388,852158
DB10389,852819
DB10390,852020
DB10391,897316
DB10392,852746
DB10393,852750
DB10394,851994
DB10395,852514
DB10396,852569
DB10397,852561
DB10398,852162
DB10399,851949
DB10400,1116977
DB10401,1116979
DB10403,851870
DB10404,851898
DB10406,852256
DB10408,852440
DB10409,894987
DB10410,852479
DB10411,852315
DB10412,852693
DB10413,314753
DB10415,813859
DB10416,852298
DB10417,905258
DB10418,905276
DB10419,867341
DB10420,894934
DB10421,892851
DB10422,894783
DB10423,901845
DB10425,1182
DB10426,854082
DB10427,852102
DB10428,466195
DB10429,1963
DB10430,466197
DB10431,995768
DB10432,867202
DB10433,852398
DB10434,852466
DB10435,867228
DB10436,867232
DB10437,314415
DB10438,867274
DB10439,854130
DB10440,867284
DB10441,314443
DB10442,867321
DB10443,1427134
DB10444,968437
DB10445,867349
DB10446,867357
DB10447,350141
DB10448,1329940
DB10449,1006310
DB10450,999408
DB10451,905301
DB10452,851890
DB10453,851902
DB10454,852634
DB10455,852496
DB10456,852339
DB10457,867260
DB10458,852148
DB10459,851926
DB10460,852581
DB10461,852609
DB10462,902215
DB10463,852363
DB10464,852355
DB10465,867297
DB10466,852814
DB10467,995747
DB10468,867218
DB10469,1014191
DB10470,852386
DB10471,995743
DB10472,852324
DB10473,852585
DB10474,867325
DB10475,851744
DB10478,903913
DB10479,897391
DB10480,852669
DB10481,852268
DB10482,867353
DB10483,2632070
DB10484,895919
DB10485,852229
DB10486,852738
DB10487,852709
DB10488,852622
DB10489,852343
DB10490,851990
DB10491,885750
DB10493,867142
DB10494,852329
DB10495,852627
DB10496,852577
DB10497,851934
DB10498,867361
DB10499,248123
DB10500,892507
DB10501,1424865
DB10502,1353891
DB10503,891796
DB10504,895582
DB10505,285149
DB10506,862453
DB10508,891676
DB10509,892599
DB10510,891514
DB10511,2099294
DB10512,899394
DB10513,319810
DB10514,892517
DB10515,892368
DB10516,1440974
DB10517,892372
DB10518,862461
DB10519,892653
DB10520,899673
DB10523,1372248
DB10525,891727
DB10526,1928707
DB10527,1305719
DB10528,892616
DB10529,1315115
DB10530,892620
DB10531,899746
DB10532,899414
DB10533,253172
DB10534,899424
DB10535,852617
DB10536,899476
DB10537,971849
DB10538,901382
DB10539,899448
DB10540,891641
DB10541,1997187
DB10542,862475
DB10543,892665
DB10544,901369
DB10545,899456
DB10546,285251
DB10547,974650
DB10548,899466
DB10549,892565
DB10550,2103250
DB10551,892569
DB10552,892575
DB10553,891658
DB10554,1367125
DB10555,892332
DB10556,862478
DB10557,899363
DB10558,1492174
DB10559,904606
DB10560,307387
DB10561,892628
DB10562,892632
DB10563,901337
DB10564,892638
DB10566,901199
DB10567,892592
DB10568,891668
DB10569,2099276
DB10570,975509
DB10571,892484
DB10572,892547
DB10573,892499
DB10574,892503
DB10575,975119
DB10576,901291
DB10577,891687
DB10578,260014
DB10579,901299
DB10580,968498
DB10581,892338
DB10582,896213
DB10583,798306
DB10584,235600
DB10596,1657331
DB10597,1657130
DB10602,895070
DB10604,852252
DB10605,895062
DB10606,852839
DB10607,895195
DB10608,895279
DB10609,314455
DB10610,972037
DB10611,972689
DB10612,1012026
DB10613,892181
DB10614,901390
DB10615,899428
DB10616,882469
DB10617,899434
DB10618,889591
DB10619,889602
DB10620,889646
DB10621,900031
DB10622,974129
DB10623,899916
DB10624,889669
DB10625,901283
DB10626,882482
DB10627,901265
DB10628,899378
DB10629,1549329
DB10630,1012134
DB10631,899734
DB10632,899742
DB10633,973880
DB10634,892317
DB10635,1305725
DB10636,1370769
DB10637,1426364
DB10638,235940
DB10639,891637
DB10640,319826
DB10641,1010926
DB10642,899390
DB10643,899661
DB10644,972601
DB10645,899444
DB10646,971379
DB10647,899877
DB10648,901307
DB10650,1311246
DB10651,1011033
DB10652,883414
DB10653,892526
DB10654,891633
DB10655,1011066
DB10656,1010999
DB10657,1426332
DB10658,1011426
DB10659,1010932
DB10660,1370787
DB10661,1011027
DB10662,1011049
DB10663,899490
DB10664,287516
DB10666,891502
DB10667,1368197
DB10669,895552
DB10670,1010879
DB10671,899637
DB10672,899724
DB10673,975763
DB10674,1011043
DB10675,42769
DB10676,891652
DB10677,1010965
DB10678,899873
DB10679,1011633
DB10681,1011017
DB10683,901313
DB10685,1012140
DB10686,891752
DB10687,899480
DB10688,967921
DB10690,886637
DB10691,974741
DB10693,886638
DB10694,999384
DB10695,999450
DB10696,968426
DB10697,999438
DB10698,999457
DB10699,999463
DB10700,975996
DB10701,967529
DB10702,968130
DB10703,968197
DB10704,349978
DB10705,999487
DB10707,1315113
DB10708,901351
DB10710,852062
DB10711,852412
DB10712,851882
DB10713,1014731
DB10714,852697
DB10715,852197
DB10716,894750
DB10717,1014774
DB10718,900148
DB10719,852659
DB10720,895353
DB10721,851914
DB10722,851910
DB10723,900045
DB10724,852178
DB10725,852806
DB10727,900108
DB10728,900113
DB10729,852601
DB10730,852597
DB10731,852589
DB10732,995754
DB10733,1006371
DB10734,851736
DB10735,851866
DB10736,899593
DB10737,852260
DB10738,900991
DB10739,1014721
DB10740,852276
DB10741,1111024
DB10742,1013944
DB10743,897403
DB10744,900770
DB10745,1014360
DB10746,852716
DB10747,900731
DB10748,1013913
DB10749,900743
DB10750,852348
DB10751,852367
DB10752,852170
DB10753,852174
DB10754,1014762
DB10755,852079
DB10756,897304
DB10757,897332
DB10758,852526
DB10759,851894
DB10760,852096
DB10761,892734
DB10762,896246
DB10763,852046
DB10764,852539
DB10765,851969
DB10766,852152
DB10767,852074
DB10768,852007
DB10769,1300779
DB10770,1427137
DB10771,1426855
DB10772,1427138
DB10773,1663632
DB10775,1664172
DB10781,1601233
DB10784,1601231
DB10785,1601232
DB10786,1601236
DB10787,1300180
DB10789,1300184
DB10790,1300182
DB10791,763096
DB10796,763098
DB10797,763100
DB10798,797629
DB10799,797631
DB10800,797635
DB10801,797633
DB10802,807219
DB10804,76469
DB10805,89890
DB10806,2101722
DB10807,967033
DB10808,852687
DB10809,966943
DB10810,967111
DB10811,967960
DB10812,972365
DB10813,966995
DB10814,967721
DB10815,852491
DB10816,852087
DB10817,883442
DB10818,995699
DB10819,1192997
DB10820,1192968
DB10821,1193003
DB10822,966979
DB10823,1192992
DB10824,1192729
DB10825,971198
DB10826,1314592
DB10827,968401
DB10828,968422
DB10829,899355
DB10830,891647
DB10831,899576
DB10832,852166
DB10833,899550
DB10834,1014385
DB10835,968492
DB10836,852225
DB10837,852132
DB10838,1014766
DB10839,995727
DB10840,905088
DB10841,1014391
DB10842,1014395
DB10843,1014399
DB10844,1006258
DB10845,966692
DB10846,968114
DB10847,968123
DB10848,968506
DB10849,968502
DB10850,968467
DB10851,971166
DB10852,1424898
DB10853,901303
DB10855,2167805
DB10856,895488
DB10857,894961
DB10858,1014735
DB10859,1014447
DB10860,1232637
DB10861,900025
DB10862,972480
DB10864,901365
DB10865,466198
DB10866,973447
DB10867,854025
DB10868,895538
DB10869,894795
DB10870,995707
DB10871,851981
DB10872,1117083
DB10873,852128
DB10874,882485
DB10875,901191
DB10876,895503
DB10877,895507
DB10879,1006506
DB10880,895515
DB10881,895542
DB10882,899645
DB10883,899650
DB10884,899770
DB10885,899452
DB10886,2167695
DB10887,900999
DB10888,901011
DB10889,900987
DB10890,901329
DB10891,976711
DB10892,883459
DB10893,1192987
DB10894,898324
DB10895,900764
DB10896,900758
DB10897,319780
DB10898,895527
DB10899,1014707
DB10900,1014739
DB10901,1232604
DB10902,1014743
DB10903,892360
DB10904,974140
DB10905,1309390
DB10906,1014711
DB10907,1309391
DB10908,900788
DB10909,852011
DB10910,852509
DB10911,899611
DB10912,900704
DB10913,901346
DB10914,900131
DB10915,968413
DB10916,1014755
DB10917,1314591
DB10918,882488
DB10919,891695
DB10921,1006495
DB10922,1014690
DB10923,900754
DB10924,900750
DB10925,900777
DB10926,852193
DB10927,852532
DB10928,852593
DB10929,852551
DB10930,1306882
DB10932,1925834
DB10933,852264
DB10934,852503
DB10935,314411
DB10936,852756
DB10937,852311
DB10939,852404
DB10940,851732
DB10941,852124
DB10942,852205
DB10943,852233
DB10945,852306
DB10946,852613
DB10947,851942
DB10948,851955
DB10949,852605
DB10950,852704
DB10952,852802
DB10953,852106
DB10954,852070
DB10955,854163
DB10956,1297529
DB10957,1297537
DB10958,1297525
DB10959,1294632
DB10961,1098118
DB10962,1094116
DB10963,1098232
DB10964,1014340
DB10965,1311406
DB10966,1098455
DB10967,1094193
DB10968,1098130
DB10969,1098200
DB10970,1098619
DB10971,1306122
DB10972,1306881
DB10973,1426629
DB10974,1426665
DB10975,967970
DB10976,1098183
DB10977,1315126
DB10980,1006510
DB10981,1314656
DB10982,1354504
DB10983,974527
DB10984,1010971
DB10985,1426632
DB10986,1098257
DB10987,1305551
DB10988,1098189
DB10989,253174
DB10990,1300806
DB10991,1300186
DB10992,1301887
DB10996,1657222
DB10997,1657127
DB10999,1657133
DB11003,404774
DB11004,1306108
DB11005,852844
DB11006,2168418
DB11008,892539
DB11010,1426437
DB11011,892610
DB11014,1098247
DB11017,236782
DB11018,2167551
DB11019,2166593
DB11020,2166591
DB11021,2167548
DB11022,1368357
DB11023,1427044
DB11024,1426481
DB11025,995703
DB11026,995738
DB11027,1294634
DB11028,1294628
DB11029,1294630
DB11030,1297531
DB11031,1297535
DB11032,1297533
DB11033,285170
DB11034,1664339
DB11035,1657228
DB11037,1657226
DB11038,1657224
DB11048,762595
DB11051,1114112
DB11054,1307732
DB11056,314853
DB11057,258439
DB11058,8091
DB11059,2062
DB11060,8570
DB11061,8610
DB11062,91327
DB11063,8560
DB11064,91326
DB11065,1427033
DB11066,1427034
DB11067,978673
DB11068,1538275
DB11071,36122
DB11072,5496
DB11073,2286
DB11074,324072
DB11075,1363586
DB11077,8514
DB11079,38866
DB11080,9789
DB11081,46241
DB11082,2635
DB11085,35382
DB11086,21389
DB11087,1232405
DB11088,91472
DB11089,82003
DB11090,34316
DB11091,5499
DB11092,10030
DB11093,47613
DB11094,11253
DB11095,114934
DB11096,91324
DB11097,8928
DB11098,34296
DB11099,1307710
DB11100,508
DB11102,31005
DB11104,1599276
DB11105,1378
DB11107,223779
DB11108,543375
DB11109,1310122
DB11110,52356
DB11111,89821
DB11112,6227
DB11113,2129
DB11114,59087
DB11115,13714
DB11116,1370425
DB11117,314881
DB11118,1299884
DB11119,9884
DB11120,10938
DB11121,20877
DB11123,1483317
DB11124,66887
DB11125,1390
DB11126,1908
DB11127,36344
DB11128,17789
DB11129,47686
DB11130,7676
DB11131,235787
DB11132,314826
DB11133,4301
DB11134,21837
DB11135,9641
DB11136,2496
DB11137,7024
DB11140,1306065
DB11141,52403
DB11142,9644
DB11143,62130
DB11144,1309360
DB11145,110
DB11147,1306097
DB11148,19861
DB11149,1305896
DB11150,1331
DB11151,9880
DB11152,618564
DB11153,34311
DB11154,236911
DB11155,38609
DB11156,8984
DB11157,873
DB11158,32987
DB11159,1293719
DB11160,33408
DB11161,8513
DB11164,1306100
DB11165,1362931
DB11166,1427179
DB11168,273888
DB11169,644718
DB11171,24913
DB11172,1309247
DB11174,1428832
DB11175,58301
DB11176,39918
DB11178,8559
DB11179,62153
DB11180,1311569
DB11181,27084
DB11182,9471
DB11183,1305579
DB11184,1367088
DB11185,1311567
DB11186,20217
DB11187,1591920
DB11188,1591921
DB11189,476818
DB11190,32863
DB11191,21373
DB11192,1547558
DB11193,7892
DB11195,11377
DB11197,1490797
DB11198,33094
DB11199,1305661
DB11200,1306096
DB11201,1368207
DB11202,1422066
DB11203,1705
DB11204,1044977
DB11205,1305554
DB11206,1306115
DB11207,1426854
DB11208,1313224
DB11209,27823
DB11210,1102188
DB11211,90521
DB11217,1367175
DB11218,69627
DB11219,1311507
DB11220,12166
DB11221,23350
DB11222,1406
DB11223,1116238
DB11224,1313242
DB11225,1367120
DB11226,1311616
DB11227,1306060
DB11228,6873
DB11229,1363712
DB11230,17614
DB11231,29008
DB11232,1314278
DB11233,1306066
DB11234,1368152
DB11235,1360721
DB11236,1312707
DB11237,10890
DB11238,68905
DB11239,17621
DB11242,4716
DB11243,1314358
DB11244,1305744
DB11246,2839
DB11247,1307698
DB11248,58300
DB11250,1311155
DB11251,1236136
DB11252,155155
DB11253,1307815
DB11254,5321
DB11255,59308
DB11256,1025342
DB11257,196213
DB11259,1314347
DB11260,1426391
DB11261,1307719
DB11262,1310510
DB11263,1364277
DB11264,1909
DB11265,1306094
DB11266,1311499
DB11267,1310586
DB11268,1362689
DB11269,1426392
DB11270,1305643
DB11271,1367142
DB11272,1427065
DB11273,3415
DB11274,91170
DB11275,91171
DB11276,1360627
DB11277,1305899
DB11278,1546444
DB11279,1546367
DB11281,19475
DB11282,3129
DB11283,1362902
DB11284,1427048
DB11285,1420983
DB11286,221082
DB11288,1368202
DB11289,1313720
DB11290,46243
DB11291,1313732
DB11293,1309223
DB11294,1549330
DB11295,1310905
DB11296,1368533
DB11297,1722914
DB11298,1314275
DB11299,1313189
DB11300,10528
DB11301,1482794
DB11302,1309222
DB11304,89552
DB11305,1363625
DB11306,1375
DB11309,10231
DB11311,1441689
DB11312,723868
DB11313,1310585
DB11315,89785
DB11318,1549115
DB11321,2669
DB11323,26051
DB11324,31945
DB11325,1363446
DB11326,1700
DB11327,1362743
DB11328,1370424
DB11329,1609072
DB11330,1670383
DB11331,1440971
DB11332,1440288
DB11333,155152
DB11335,1306933
DB11336,16054
DB11337,1440227
DB11338,7624
DB11340,39085
DB11341,5645
DB11342,615
DB11343,1601667
DB11344,1648123
DB11345,1648124
DB11346,1311489
DB11347,1311119
DB11348,1919
DB11349,1306178
DB11350,1311576
DB11352,1370605
DB11355,1311659
DB11356,1367143
DB11357,6404
DB11358,1437503
DB11359,5031
DB11360,1673942
DB11361,1310070
DB11362,1729002
DB11363,1727455
DB11364,40450
DB11365,36387
DB11366,1442093
DB11371,1544577
DB11372,1314612
DB11373,17763
DB11374,1006654
DB11375,1661561
DB11376,2601502
DB11377,1367176
DB11378,1951
DB11382,20206
DB11383,2378
DB11387,1362698
DB11389,28303
DB11390,1358488
DB11394,1314345
DB11395,356834
DB11396,3351
DB11397,1368201
DB11399,1592684
DB11400,73455
DB11401,354606
DB11404,24192
DB11405,1006619
DB11408,24805
DB11410,4325
DB11411,25086
DB11414,1538098
DB11416,1113697
DB11417,1855078
DB11419,1363644
DB11421,1251576
DB11423,1364397
DB11424,83586
DB11425,2583725
DB11426,69256
DB11427,715869
DB11428,52016
DB11429,1368208
DB11431,1047072
DB11432,1314370
DB11433,1311583
DB11436,1311555
DB11438,341379
DB11440,1487006
DB11442,7629
DB11443,995897
DB11444,32526
DB11446,32634
DB11447,1110783
DB11451,1314414
DB11452,298983
DB11453,1367269
DB11454,1250203
DB11456,1366666
DB11458,1314413
DB11459,1044269
DB11460,10014
DB11461,2476008
DB11462,1306111
DB11466,1365970
DB11468,1546410
